Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;96;87,4;4676;4257;0;;0;
5-9 ans;n.d.;127;118,1;6209;5771,5;0;;0;
10-19 ans;n.d.;342;171,9;14359;7218,7;0;;0;
20-29 ans;n.d.;412;126,5;22103;6788,8;0;;< 5;n.p.
30-39 ans;n.d.;287;87,4;20131;6133,5;0;;7;n.p.
40-49 ans;n.d.;273;98,3;19569;7049,5;0;;22;* 7,9
50-59 ans;n.d.;216;84,2;16091;6273,3;< 5;n.p.;100;39
60-69 ans;n.d.;92;42,5;9836;4546,7;< 5;n.p.;324;149,8
70-79 ans;n.d.;48;33,2;6415;4439,2;< 5;n.p.;828;573
80 ans et +;n.d.;36;* 35,8;11922;11852;9;n.p.;3458;3437,7
Manquant;n.d.;0;;96;;0;;0;
Total;100;1929;93,4;131407;6361,5;15;* 0,7;4742;229,6
