,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3911,1,3885,26,50,0,3805,56,196934.5,1985.94,28.46,25.39
02,02 - Saguenay-Lac-Saint-Jean,10928,10,10707,221,269,0,10577,82,277505,3937.95,29.56,96.94
03,03 - Capitale-Nationale,32616,14,32264,352,1109,2,31350,157,757803,4304.02,20.65,146.34
04,04 - Mauricie et Centre-du-Québec,15096,9,14857,239,518,0,14491,87,523331.5,2884.60,16.59,98.98
05,05 - Estrie,14753,6,14235,518,348,0,14174,231,494966.5,2980.61,46.50,70.31
06,06 - Montréal,131407,100,128482,2925,4744,2,125332,1331,2072060.5,6341.85,64.04,228.95
07,07 - Outaouais,12233,6,11786,447,214,0,11848,171,402744,3037.41,42.28,53.14
08,08 - Abitibi-Témiscamingue,1114,0,1081,33,9,0,1102,3,147637,754.55,2.03,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,566,3,89700.5,637.68,3.36,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2019,0,1999,20,45,0,1952,22,89823,2247.75,24.54,50.10
12,12 - Chaudière-Appalaches,18981,27,18701,280,352,0,18362,267,431109.5,4402.83,61.82,81.65
13,13 - Laval,31266,18,29454,1812,911,0,30146,209,444658.5,7031.46,46.80,204.88
14,14 - Lanaudière,23815,10,23104,711,516,1,23151,148,522367,4559.06,28.21,98.78
15,15 - Laurentides,20800,12,20196,604,505,0,20165,130,630238,3300.34,20.52,80.13
16,16 - Montérégie,50855,45,48903,1952,1548,1,48857,450,1438226,3535.95,31.17,107.63
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,438,9,433,5,0,0,430,8,.,.,.,.
999,Ensemble du Québec,371082,267,360914,10168,11144,6,356582,3356,8565469.5,4332.30,39.06,130.10

