No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,64,67,0,66,6,204,2.6 %
3,03 - Capitale-Nationale,3,322,94,6,177,16,618,7.8 %
4,04 - Mauricie et Centre-du-Québec,6,124,108,20,76,5,339,4.3 %
5,05 - Estrie,2,74,19,4,39,6,144,1.8 %
6,06 - Montréal,198,2543,417,109,472,49,3788,47.9 %
7,07 - Outaouais,7,30,26,11,31,0,105,1.3 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.5 %
12,12 - Chaudière-Appalaches,5,60,46,6,48,4,169,2.1 %
13,13 - Laval,2,472,70,43,145,6,738,9.3 %
14,14 - Lanaudière,3,214,71,7,84,2,381,4.8 %
15,15 - Laurentides,59,127,61,30,63,12,352,4.4 %
16,16 - Montérégie,13,470,178,47,280,13,1001,12.7 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),302,4521,1182,287,1501,120,7913,
9999,Ensemble du Québec (%),3.8 %,57.1 %,14.9 %,3.6 %,19.0 %,1.5 %,           .,100.0 %
