,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2347,52,2328,19,34,0,2022,291,196934.5,1191.77,147.87,17.26
02,02 - Saguenay-Lac-Saint-Jean,9723,31,9514,209,266,0,9250,207,277505,3503.72,74.63,95.85
03,03 - Capitale-Nationale,27600,331,27259,341,1033,2,23638,2929,757803,3642.11,385.32,136.32
04,04 - Mauricie et Centre-du-Québec,13463,32,13230,233,507,0,12756,200,523331.5,2572.56,38.14,96.88
05,05 - Estrie,12385,40,11905,480,323,0,11761,301,494966.5,2502.19,60.59,65.26
06,06 - Montréal,119718,330,116820,2898,4644,2,111658,3416,2072060.5,5777.73,164.35,224.12
07,07 - Outaouais,8914,59,8477,437,178,0,7865,871,402744,2213.32,215.35,44.20
08,08 - Abitibi-Témiscamingue,1049,7,1016,33,9,0,985,55,147637,710.53,37.25,6.10
09,09 - Côte-Nord,398,7,383,15,3,0,360,35,89700.5,443.70,39.16,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,89,1,13521.5,665.61,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1772,5,1753,19,45,0,1706,21,89823,1972.77,23.42,50.10
12,12 - Chaudière-Appalaches,13936,244,13666,270,293,0,12259,1384,431109.5,3232.59,320.44,67.96
13,13 - Laval,28154,89,26481,1673,891,0,26523,740,444658.5,6331.60,165.71,200.38
14,14 - Lanaudière,22189,72,21478,711,503,0,21239,447,522367,4247.78,85.20,96.29
15,15 - Laurentides,18551,74,17947,604,492,0,17518,541,630238,2943.49,85.40,78.07
16,16 - Montérégie,45622,157,43723,1899,1518,1,42954,1150,1438226,3172.10,79.66,105.55
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,303,5,298,5,0,0,290,13,.,.,.,.
999,Ensemble du Québec,326383,1535,316533,9850,10742,5,303039,12602,8565469.5,3810.45,146.67,125.41

