Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,     13815,      8189,       59.3,      2802,       20.3,      2824,       20.4,        98,         5,        5.1,         7,        7.1,        86,       87.8
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     23027,     12392,       53.8,      5280,       22.9,      5355,       23.3,       328,n.d.,n.d.,n.d.,n.d.,       307,       93.6
Région,RSS03,03 - Capitale-Nationale,     68921,     41568,       60.3,     13460,       19.5,     13893,       20.2,      1353,        25,        1.8,        98,        7.2,      1230,       90.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     46207,     27411,       59.3,      8815,       19.1,      9981,       21.6,       838,        19,        2.3,        40,        4.8,       779,       93.0
Région,RSS05,05 - Estrie,     39717,     23807,       59.9,      8002,       20.1,      7908,       19.9,       525,        21,        4.0,        29,        5.5,       475,       90.5
Région,RSS06,06 - Montréal,    245037,    152478,       62.2,     43854,       17.9,     48705,       19.9,      5185,       152,        2.9,       247,        4.8,      4786,       92.3
Région,RSS07,07 - Outaouais,     31761,     21360,       67.3,      5442,       17.1,      4959,       15.6,       278,         9,        3.2,        14,        5.0,       255,       91.7
Région,RSS08,08 - Abitibi-Témiscamingue,      6911,      3922,       56.8,      1476,       21.4,      1513,       21.9,        58,n.d.,n.d.,n.d.,n.d.,        49,       84.5
Région,RSS09,09 - Côte-Nord,      4765,      2832,       59.4,       869,       18.2,      1064,       22.3,        23,n.d.,n.d.,n.d.,n.d.,        20,       87.0
Région,RSS10,10 - Nord-du-Québec,       928,       598,       64.4,       170,       18.3,       160,       17.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      5010,      2787,       55.6,      1018,       20.3,      1205,       24.1,        52,n.d.,n.d.,n.d.,n.d.,        47,       90.4
Région,RSS12,12 - Chaudière-Appalaches,     50057,     31434,       62.8,      9551,       19.1,      9072,       18.1,       523,        10,        1.9,        36,        6.9,       477,       91.2
Région,RSS13,13 - Laval,     62882,     39964,       63.6,     12260,       19.5,     10658,       16.9,      1022,        12,        1.2,        58,        5.7,       952,       93.2
Région,RSS14,14 - Lanaudière,     60488,     37919,       62.7,     12103,       20.0,     10466,       17.3,       708,        18,        2.5,        30,        4.2,       660,       93.2
Région,RSS15,15 - Laurentides,     66116,     41915,       63.4,     12736,       19.3,     11465,       17.3,       676,        16,        2.4,        26,        3.8,       634,       93.8
Région,RSS16,16 - Montérégie,    122326,     74051,       60.5,     23938,       19.6,     24337,       19.9,      1979,        41,        2.1,        94,        4.7,      1844,       93.2
Région,RSS17,17 - Nunavik,      2401,      1539,       64.1,       387,       16.1,       475,       19.8,         9,n.d.,n.d.,n.d.,n.d.,         8,       88.9
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,      1903,      1246,       65.5,       293,       15.4,       364,       19.1,        11,n.d.,n.d.,n.d.,n.d.,        10,       90.9
Région,RSS997,Total Québec jumelés,    852464,    525566,       61.7,    162483,       19.1,    164415,       19.3,     13669,       340,        2.5,       707,        5.2,     12622,       92.3
Groupe d'âge,0_9,Moins de 10 ans,     76503,     65005,       85.0,      9239,       12.1,      2259,        3.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,    103085,     85686,       83.1,     14363,       13.9,      3036,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,    138597,    110778,       79.9,     20473,       14.8,      7346,        5.3,        11,n.d.,n.d.,n.d.,n.d.,         7,       63.6
Groupe d'âge,30_39,30-39 ans,    137805,     95093,       69.0,     29022,       21.1,     13690,        9.9,        30,n.d.,n.d.,n.d.,n.d.,        24,       80.0
Groupe d'âge,40_49,40-49 ans,    136078,     85829,       63.1,     32154,       23.6,     18095,       13.3,        80,        18,       22.5,        15,       18.8,        47,       58.8
Groupe d'âge,50_59,50-59 ans,    107466,     55123,       51.3,     29150,       27.1,     23193,       21.6,       305,        33,       10.8,        32,       10.5,       240,       78.7
Groupe d'âge,60_69,60-69 ans,     62085,     21529,       34.7,     16794,       27.1,     23762,       38.3,       955,        61,        6.4,        83,        8.7,       811,       84.9
Groupe d'âge,70_79,70-79 ans,     36343,      4625,       12.7,      6596,       18.1,     25122,       69.1,      2772,        64,        2.3,       175,        6.3,      2533,       91.4
Groupe d'âge,80_89,80-89 ans,     34774,      1364,        3.9,      3299,        9.5,     30111,       86.6,      5279,        77,        1.5,       233,        4.4,      4969,       94.1
Groupe d'âge,90_,90 ans et plus,     19728,       534,        2.7,      1393,        7.1,     17801,       90.2,      4234,        79,        1.9,       166,        3.9,      3989,       94.2
