,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,14452,83,14413,39,98,0,13361,993,197738.33333,7308.65,502.37,49.56,130
02,02 - Saguenay-Lac-Saint-Jean,23889,64,23530,359,339,2,22776,774,278600,8574.66,277.82,121.68,71
03,03 - Capitale-Nationale,72790,199,72425,365,1372,3,68936,2482,761103.66667,9563.74,323.78,180.26,231
04,04 - Mauricie et Centre-du-Québec,47944,95,47704,240,851,4,45608,1485,527666.66667,9086.04,280.04,161.28,131
05,05 - Estrie,41425,67,40900,525,536,0,40173,716,502406,8245.32,140.95,106.69,70
06,06 - Montréal,279827,231,276473,3354,5304,3,271207,3316,2061667.3333,13572.85,160.08,257.27,360
07,07 - Outaouais,35106,55,34661,445,286,0,34162,658,405378.66667,8660.05,160.59,70.55,75
08,08 - Abitibi-Témiscamingue,7336,41,7297,39,60,0,6878,398,147876.33333,4960.90,269.03,40.57,29
09,09 - Côte-Nord,5150,46,5123,27,26,0,4577,547,90082.333333,5716.99,610.03,28.86,35
10,10 - Nord-du-Québec,987,2,803,184,2,0,965,20,13383.666667,7374.66,150.33,14.94,1
11,11 - Gaspésie-Îles-de-la-Madeleine,5249,36,5213,36,54,0,4906,289,90783.333333,5781.90,317.95,59.48,20
12,12 - Chaudière-Appalaches,51555,112,51275,280,527,2,49606,1422,434525.66667,11864.66,325.72,121.28,104
13,13 - Laval,65630,56,63669,1961,1041,4,63823,766,445993.33333,14715.47,170.18,233.41,94
14,14 - Lanaudière,62135,53,61421,714,716,2,60371,1048,530581,11710.75,195.15,134.95,85
15,15 - Laurentides,68480,128,67873,607,693,2,66302,1485,640046.66667,10699.22,228.91,108.27,137
16,16 - Montérégie,127971,225,126066,1905,2002,6,123658,2311,1452381.3333,8811.12,157.55,137.84,261
17,17 - Nunavik,2669,11,2665,4,10,0,2531,128,14619,18257.06,860.74,68.40,3
18,18 - Terres-Cries-de-la-Baie-James,2106,11,1881,225,12,0,2031,63,18660.333333,11285.97,332.09,64.31,7
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2574,2,2566,8,2,0,2548,24,.,.,.,.,2
999,Ensemble du Québec,917279,1517,905961,11318,13931,28,884423,18925,8613493.6667,10649.33,218.10,161.73,1846

