Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;6;137;124,7;9431;8586;0;;0;
5-9 ans;6;155;144,1;14692;13656,8;0;;0;
10-19 ans;22;380;191;29549;14855,1;0;;0;
20-29 ans;32;522;160,3;55022;16899,7;0;;5;n.p.
30-39 ans;55;810;246,8;49232;15000;0;;10;* 3
40-49 ans;45;791;284,9;42431;15285,2;< 5;n.p.;33;* 11,9
50-59 ans;29;496;193,4;32421;12639,8;< 5;n.p.;143;55,8
60-69 ans;17;238;110;18700;8644;< 5;n.p.;389;179,8
70-79 ans;9;183;126,6;10867;7520;9;n.p.;942;651,9
80 ans et +;11;237;235,6;17285;17183,4;16;* 15,9;3782;3759,8
Manquant;-1;< 5;;197;;0;;0;
Total;231;3950;191,2;279827;13546,6;29;* 1,4;5304;256,8
