,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3537,28,3514,23,40,1,3057,440,196934.5,1796.03,223.58,20.31
02,02 - Saguenay-Lac-Saint-Jean,10521,28,10306,215,267,1,10079,175,277505,3791.28,63.09,96.21
03,03 - Capitale-Nationale,31987,60,31635,352,1101,2,30297,589,757803,4221.02,77.49,145.29
04,04 - Mauricie et Centre-du-Québec,14659,47,14421,238,514,0,13794,351,523331.5,2801.09,66.94,98.22
05,05 - Estrie,13914,39,13406,508,338,2,13050,526,494966.5,2811.10,105.88,68.29
06,06 - Montréal,127986,205,125066,2920,4697,1,120999,2290,2072060.5,6176.75,110.18,226.68
07,07 - Outaouais,11743,43,11295,448,207,2,11230,306,402744,2915.75,75.66,51.40
08,08 - Abitibi-Témiscamingue,1105,0,1072,33,9,0,1091,5,147637,748.46,3.39,6.10
09,09 - Côte-Nord,554,-1,536,18,3,0,526,25,89700.5,617.61,27.97,3.34
10,10 - Nord-du-Québec,100,1,98,2,0,0,94,6,13521.5,739.56,44.49,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1919,3,1898,21,45,0,1798,76,89823,2136.42,84.78,50.10
12,12 - Chaudière-Appalaches,18019,94,17740,279,332,1,16776,911,431109.5,4179.68,210.92,77.01
13,13 - Laval,30491,61,28702,1789,905,0,29069,517,444658.5,6857.17,115.77,203.53
14,14 - Lanaudière,23392,22,22680,712,511,0,22604,277,522367,4478.08,52.80,97.82
15,15 - Laurentides,20224,43,19620,604,499,0,19432,293,630238,3208.95,46.25,79.18
16,16 - Montérégie,49496,68,47550,1946,1541,0,47005,950,1438226,3441.46,65.80,107.15
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,9,0,9,0,0,0,3,6,.,.,.,.
99,Hors Québec,380,4,375,5,0,0,367,13,.,.,.,.
999,Ensemble du Québec,360201,745,350086,10115,11012,10,341433,7756,8565469.5,4205.27,90.27,128.56

