Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;< 5;28;* 25,5;9945;9053,9;0;;0;
5-9 ans;< 5;21;* 19,5;15142;14075,1;0;;0;
10-19 ans;< 5;53;26,6;30891;15529,7;0;;0;
20-29 ans;26;304;93,4;60292;18518,4;0;;5;n.p.
30-39 ans;30;359;109,4;54921;16733,3;0;;12;* 3,7
40-49 ans;24;292;105,2;47468;17099,7;0;;35;* 12,6
50-59 ans;25;273;106,4;36468;14217,5;0;;151;58,9
60-69 ans;22;216;99,8;21344;9866,2;< 5;n.p.;402;185,8
70-79 ans;20;146;101;13058;9036,2;< 5;n.p.;973;673,3
80 ans et +;15;159;158,1;20191;20072,4;6;n.p.;3909;3886
Manquant;0;6;;223;;0;;0;
Total;172;1857;89,9;309943;15004,6;10;* 0,5;5487;265,6
