,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1628,5,1610,18,30,0,1547,51,196934.5,826.67,25.92,15.23
02,02 - Saguenay-Lac-Saint-Jean,8960,32,8768,192,264,0,8578,118,277505,3228.77,42.54,95.13
03,03 - Capitale-Nationale,22955,30,22616,339,999,0,21617,339,757803,3029.15,44.60,131.83
04,04 - Mauricie et Centre-du-Québec,12966,3,12734,232,507,0,12363,96,523331.5,2477.59,18.31,96.88
05,05 - Estrie,11805,9,11340,465,317,0,11346,142,494966.5,2385.01,28.58,64.04
06,06 - Montréal,111195,245,108315,2880,4576,6,103411,3208,2072060.5,5366.40,154.34,220.84
07,07 - Outaouais,6670,23,6249,421,167,0,6286,217,402744,1656.14,53.65,41.47
08,08 - Abitibi-Témiscamingue,893,3,860,33,7,0,869,17,147637,604.86,11.51,4.74
09,09 - Côte-Nord,359,3,344,15,3,0,352,4,89700.5,400.22,4.48,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,87,1,13521.5,650.82,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1738,0,1719,19,45,0,1672,21,89823,1934.92,23.42,50.10
12,12 - Chaudière-Appalaches,11856,14,11589,267,288,0,11447,121,431109.5,2750.11,28.02,66.80
13,13 - Laval,25994,75,24414,1580,876,0,24340,778,444658.5,5845.83,174.22,197.01
14,14 - Lanaudière,21108,30,20397,711,497,1,20103,508,522367,4040.84,96.83,95.14
15,15 - Laurentides,17186,34,16583,603,480,0,16309,397,630238,2726.91,62.67,76.16
16,16 - Montérégie,42913,54,41091,1822,1500,1,40687,726,1438226,2983.75,50.29,104.30
17,17 - Nunavik,46,0,44,2,0,0,45,1,14336.5,320.86,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,264,1,259,5,0,0,257,7,.,.,.,.
999,Ensemble du Québec,298747,561,289141,9606,10558,8,281436,6753,8565469.5,3487.81,78.60,123.26

