No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,186,17,20742,896.73,82.11
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,307,14,34840,881.17,40.14
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,126,n.d.,19055.5,661.23,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,34,n.d.,8507,399.67,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,599,n.d.,57728,1037.62,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,86,n.d.,17948.5,479.15,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,224,7,20658.5,1084.30,34.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,0,17455,286.45,0.00
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),1628,51,196934.5,826.67,25.92
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,372,48,31025,1199.03,154.98
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,692,8,25019.5,2765.84,32.03
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2348,6,52281,4491.12,11.48
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2071,13,67384,3073.43,19.30
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2820,13,79237.5,3558.92,16.40
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,650,30,22558,2881.46,133.08
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),8960,118,277505,3228.77,42.54
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1411,8,55121,2559.82,14.45
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10708,146,321832.5,3327.20,45.25
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,10131,184,352784,2871.73,51.96
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,514,0,28065.5,1831.43,0.00
03,03 - Capitale-Nationale,,Total (incluant inconnus),22955,339,757803,3029.15,44.60
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,400,12,15002,2666.31,80.09
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,408,n.d.,25591.5,1594.28,n.d.
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,579,7,22969.5,2520.73,30.46
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1396,7,64680,2158.32,10.82
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3572,16,143710,2485.56,11.11
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,802,n.d.,44674,1795.23,n.d.
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3392,29,108252,3133.43,26.70
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2316,16,98452.5,2352.40,16.22
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),12966,96,523331.5,2477.59,18.31
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,1000,14,56363,1774.21,24.73
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,3085,48,106352,2900.74,44.93
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,729,6,52727.5,1382.58,11.33
05,05 - Estrie,0514,0514 - RLS de Coaticook,428,n.d.,18758.5,2281.63,n.d.
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,4097,22,170859,2397.88,12.82
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,631,8,31559.5,1999.40,25.29
05,05 - Estrie,0517,0517 - RLS d'Asbestos,601,40,14238.5,4220.95,281.29
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,400,0,22777.5,1756.12,0.00
05,05 - Estrie,0519,0519 - RLS du Granit,833,0,21331,3905.11,0.00
05,05 - Estrie,,Total (incluant inconnus),11805,142,494966.5,2385.01,28.58
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,8422,248,224851,3745.59,110.17
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,7805,162,149985,5203.85,107.68
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,5779,202,131806.5,4384.46,152.81
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,13319,455,246803,5396.61,183.54
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,6136,158,166781,3679.08,94.42
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,5945,153,162162,3666.09,93.86
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,10212,343,162793,6273.00,209.54
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,13064,341,172965.5,7552.95,196.64
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,4456,99,115764,3849.21,85.31
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,11049,320,139539.5,7918.19,228.71
