,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1119,14,1106,13,24,0,940,155,197074,567.81,78.65,12.18
02,02 - Saguenay–Lac-Saint-Jean,6369,85,6205,164,174,1,5507,688,277632,2294.04,247.81,62.67
03,03 - Capitale-Nationale,14405,198,14141,264,539,13,11758,2108,755459,1906.79,279.04,71.35
04,04 - Mauricie et Centre-du-Québec,8087,60,7877,210,312,2,6813,962,522341,1548.22,184.17,59.73
05,05 - Estrie,6118,77,5784,334,97,2,4982,1039,493163,1240.56,210.68,19.67
06,06 - Montréal,58373,552,55598,2775,3708,0,49256,5409,2065657,2825.88,261.85,179.51
07,07 - Outaouais,3995,23,3698,297,93,1,3559,343,401032,996.18,85.53,23.19
08,08 - Abitibi-Témiscamingue,301,1,268,33,4,0,281,16,147616,203.91,10.84,2.71
09,09 - Côte-Nord,240,0,227,13,3,1,210,27,90033,266.57,29.99,3.33
10,10 - Nord-du-Québec,56,0,54,2,0,0,55,1,13558,413.04,7.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1486,5,1467,19,42,0,1359,85,89998,1651.15,94.45,46.67
12,12 - Chaudière-Appalaches,6561,86,6316,245,151,2,5695,715,430309,1524.72,166.16,35.09
13,13 - Laval,13367,141,12113,1254,734,0,11391,1242,442745,3019.12,280.52,165.78
14,14 - Lanaudière,12929,137,12225,704,365,1,11359,1205,520092,2485.91,231.69,70.18
15,15 - Laurentides,8909,58,8312,597,344,0,7940,625,626968,1420.97,99.69,54.87
16,16 - Montérégie,23038,182,21680,1358,942,2,20066,2030,1432751,1607.96,141.69,65.75
17,17 - Nunavik,29,0,27,2,0,0,29,0,14260,203.37,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,17,0,17,0,1,0,15,1,18385,92.47,5.44,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,133,1,131,2,0,0,127,6,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,165535,1620,157249,8286,7533,25,141345,16657,8539073,1938.56,195.07,88.22
