,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,13155,104,13116,39,91,1,11859,1205,197738.33333,6652.73,609.62,46.02,111
02,02 - Saguenay-Lac-Saint-Jean,22473,134,22115,358,323,3,20928,1222,278600,8066.40,438.63,115.94,139
03,03 - Capitale-Nationale,68986,318,68621,365,1325,6,63063,4598,761103.66667,9063.94,599.81,174.09,413
04,04 - Mauricie et Centre-du-Québec,45628,188,45390,238,807,9,41850,2971,527666.66667,8647.13,560.26,152.94,305
05,05 - Estrie,39894,133,39369,525,513,6,38075,1306,502406,7940.59,257.10,102.11,179
06,06 - Montréal,274060,445,270718,3342,5251,8,262053,6756,2061667.3333,13293.12,326.14,254.70,707
07,07 - Outaouais,33955,75,33509,446,273,2,32573,1109,405378.66667,8376.12,270.66,67.34,105
08,08 - Abitibi-Témiscamingue,6505,60,6466,39,51,0,5703,751,147876.33333,4398.95,507.63,34.49,87
09,09 - Côte-Nord,4384,47,4357,27,14,0,3687,683,90082.333333,4866.66,761.70,15.54,61
10,10 - Nord-du-Québec,878,8,730,148,1,0,824,53,13383.666667,6560.24,398.38,7.47,22
11,11 - Gaspésie-Îles-de-la-Madeleine,4782,21,4746,36,50,0,4471,261,90783.333333,5267.49,287.14,55.08,13
12,12 - Chaudière-Appalaches,49464,155,49188,276,504,0,46392,2568,434525.66667,11383.45,588.22,115.99,249
13,13 - Laval,64178,105,62216,1962,1018,2,61892,1268,445993.33333,14389.90,281.70,228.25,125
14,14 - Lanaudière,60590,149,59876,714,689,10,57705,2196,530581,11419.56,408.93,129.86,206
15,15 - Laurentides,65877,249,65270,607,662,5,63236,1979,640046.66667,10292.53,305.06,103.43,299
16,16 - Montérégie,124054,262,122149,1905,1959,4,117434,4661,1452381.3333,8541.42,317.76,134.88,466
17,17 - Nunavik,2375,28,2371,4,9,0,2216,150,14619,16245.98,1008.67,61.56,28
18,18 - Terres-Cries-de-la-Baie-James,1920,13,1704,216,10,0,1734,176,18660.333333,10289.21,927.73,53.59,25
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2534,10,2526,8,1,0,2486,47,.,.,.,.,12
999,Ensemble du Québec,885696,2504,874440,11256,13551,56,838185,33960,8613493.6667,10282.66,391.37,157.32,3552

