No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,53,5,17,0,91,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,97,112,7,98,9,323,2.4 %
03,03 - Capitale-Nationale,5,570,285,37,398,30,1325,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,156,509,22,110,5,807,6.0 %
05,05 - Estrie,3,141,188,22,146,13,513,3.8 %
06,06 - Montréal,214,2797,1253,151,759,77,5251,38.7 %
07,07 - Outaouais,11,89,94,15,61,3,273,2.0 %
08,08 - Abitibi-Témiscamingue,2,9,32,2,6,0,51,0.4 %
09,09 - Côte-Nord,0,0,13,0,1,0,14,0.1 %
10,10 - Nord-du-Québec,0,0,1,0,0,0,1,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,22,0,13,0,50,0.4 %
12,12 - Chaudière-Appalaches,5,139,192,9,153,6,504,3.7 %
13,13 - Laval,3,524,230,57,197,7,1018,7.5 %
14,14 - Lanaudière,3,307,209,20,145,5,689,5.1 %
15,15 - Laurentides,63,222,204,63,97,13,662,4.9 %
16,16 - Montérégie,16,675,660,68,530,10,1959,14.5 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,9,0,0,1,10,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),333,5754,4076,478,2731,179,13551,
9999,Ensemble du Québec (%),2.5 %,42.5 %,30.1 %,3.5 %,20.2 %,1.3 %,.,100.0 %

