No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,12,46,5,15,0,81,0.6 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,107,6,94,9,310,2.4 %
03,03 - Capitale-Nationale,5,549,267,36,365,30,1252,9.6 %
04,04 - Mauricie et Centre-du-Québec,5,156,444,22,110,5,742,5.7 %
05,05 - Estrie,3,138,185,20,135,12,493,3.8 %
06,06 - Montréal,210,2788,1192,147,732,74,5143,39.5 %
07,07 - Outaouais,11,87,82,15,57,4,256,2.0 %
08,08 - Abitibi-Témiscamingue,2,5,25,1,5,0,38,0.3 %
09,09 - Côte-Nord,0,0,10,0,1,0,11,0.1 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,21,0,13,0,49,0.4 %
12,12 - Chaudière-Appalaches,5,135,173,9,147,5,474,3.6 %
13,13 - Laval,3,522,219,54,194,7,999,7.7 %
14,14 - Lanaudière,4,287,194,16,134,4,639,4.9 %
15,15 - Laurentides,64,213,179,58,95,14,623,4.8 %
16,16 - Montérégie,16,651,628,66,513,10,1884,14.5 %
17,17 - Nunavik,0,0,8,0,0,0,8,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,5,0,0,1,6,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),331,5652,3786,455,2610,175,13009,
9999,Ensemble du Québec (%),2.5 %,43.4 %,29.1 %,3.5 %,20.1 %,1.3 %,.,100.0 %

