,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,11668,117,11629,39,81,2,10608,979,197738.33333,5900.73,495.29,40.96,66
02,02 - Saguenay-Lac-Saint-Jean,20768,111,20409,359,310,0,19232,1226,278600,7454.41,440.06,111.27,67
03,03 - Capitale-Nationale,64052,501,63687,365,1252,0,57839,4961,761103.66667,8415.67,647.16,164.50,403
04,04 - Mauricie et Centre-du-Québec,42540,269,42300,240,742,11,38132,3666,527666.66667,8061.91,691.33,140.62,247
05,05 - Estrie,37892,219,37367,525,493,3,35480,1919,502406,7542.11,377.77,98.13,199
06,06 - Montréal,266653,859,263352,3301,5143,19,250628,10882,2061667.3333,12933.85,525.32,249.46,983
07,07 - Outaouais,32626,209,32179,447,256,0,30737,1633,405378.66667,8048.28,398.55,63.15,146
08,08 - Abitibi-Témiscamingue,5435,59,5398,37,38,1,4631,766,147876.33333,3675.37,517.77,25.70,48
09,09 - Côte-Nord,3557,75,3530,27,11,0,2857,689,90082.333333,3948.61,768.39,12.21,51
10,10 - Nord-du-Québec,694,20,593,101,0,0,634,60,13383.666667,5185.43,450.99,0.00,18
11,11 - Gaspésie-Îles-de-la-Madeleine,4432,44,4396,36,49,0,4105,278,90783.333333,4881.95,305.84,53.97,15
12,12 - Chaudière-Appalaches,46728,230,46453,275,474,2,43035,3219,434525.66667,10753.80,737.34,109.08,239
13,13 - Laval,62515,188,60553,1962,999,0,59448,2068,445993.33333,14017.03,459.43,223.99,217
14,14 - Lanaudière,57980,260,57266,714,639,6,54655,2686,530581,10927.64,500.18,120.43,228
15,15 - Laurentides,62643,403,62037,606,623,18,59247,2773,640046.66667,9787.26,427.46,97.34,804
16,16 - Montérégie,119288,495,117379,1909,1884,9,110684,6720,1452381.3333,8213.27,458.14,129.72,575
17,17 - Nunavik,2103,14,2099,4,8,2,1854,241,14619,14385.39,1620.60,54.72,15
18,18 - Terres-Cries-de-la-Baie-James,1552,66,1378,174,6,0,1259,287,18660.333333,8317.11,1512.84,32.15,46
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2434,11,2426,8,1,0,2357,76,.,.,.,.,17
999,Ensemble du Québec,845564,4150,834434,11130,13009,73,787426,45129,8613493.6667,9816.74,520.09,151.03,4384

