,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3977,1,3951,26,53,0,3921,3,196934.5,2019.45,1.52,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11042,2,10819,223,271,0,10758,13,277505,3979.03,4.69,97.66,0
03,03 - Capitale-Nationale,32929,22,32576,353,1118,0,31762,49,757803,4345.32,6.45,147.53,3
04,04 - Mauricie et Centre-du-Québec,15434,31,15194,240,525,-1,14735,174,523331.5,2949.18,33.19,100.32,8
05,05 - Estrie,14964,2,14447,517,352,0,14572,40,494966.5,3023.23,8.05,71.12,1
06,06 - Montréal,133901,39,130971,2930,4773,0,128681,447,2072060.5,6462.21,21.51,230.35,41
07,07 - Outaouais,12615,4,12168,447,215,0,12383,17,402744,3132.26,4.20,53.38,5
08,08 - Abitibi-Témiscamingue,1151,0,1118,33,9,0,1139,3,147637,779.61,2.03,6.10,0
09,09 - Côte-Nord,582,1,563,19,4,0,575,3,89700.5,648.83,3.36,4.46,0
10,10 - Nord-du-Québec,110,0,108,2,0,0,110,0,13521.5,813.52,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2026,0,89823,2306.76,0.00,51.21,0
12,12 - Chaudière-Appalaches,19314,9,19033,281,368,0,18931,15,431109.5,4480.07,3.47,85.36,0
13,13 - Laval,32145,12,30308,1837,917,0,31065,163,444658.5,7229.14,36.50,206.23,12
14,14 - Lanaudière,24220,18,23507,713,517,0,23638,65,522367,4636.59,12.39,98.97,7
15,15 - Laurentides,21185,10,20581,604,510,0,20597,78,630238,3361.43,12.31,80.92,8
16,16 - Montérégie,51812,30,49854,1958,1559,0,50073,180,1438226,3602.49,12.47,108.40,9
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,534,3,529,5,0,0,521,13,.,.,.,.,1
999,Ensemble du Québec,378157,184,367946,10211,11240,-1,365654,1263,8565469.5,4414.90,14.70,131.22,96

