,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3950,1,3924,26,51,0,3887,12,196934.5,2005.74,6.10,25.90
02,02 - Saguenay-Lac-Saint-Jean,11008,2,10787,221,270,0,10724,14,277505,3966.78,5.05,97.30
03,03 - Capitale-Nationale,32747,2,32395,352,1115,0,31599,33,757803,4321.31,4.34,147.14
04,04 - Mauricie et Centre-du-Québec,15174,2,14935,239,525,0,14627,22,523331.5,2899.50,4.20,100.32
05,05 - Estrie,14876,1,14358,518,351,0,14483,42,494966.5,3005.46,8.45,70.91
06,06 - Montréal,132461,44,129539,2922,4764,1,127226,471,2072060.5,6392.72,22.66,229.92
07,07 - Outaouais,12448,9,12001,447,214,0,12166,68,402744,3090.80,16.81,53.14
08,08 - Abitibi-Témiscamingue,1145,0,1112,33,9,0,1130,6,147637,775.55,4.06,6.10
09,09 - Côte-Nord,574,0,555,19,4,0,570,0,89700.5,639.91,0.00,4.46
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2060,3,2040,20,46,0,2005,9,89823,2293.40,10.04,51.21
12,12 - Chaudière-Appalaches,19255,3,18974,281,357,0,18841,57,431109.5,4466.38,13.20,82.81
13,13 - Laval,31537,16,29722,1815,912,0,30506,119,444658.5,7092.41,26.65,205.10
14,14 - Lanaudière,23995,7,23284,711,516,0,23390,89,522367,4593.51,16.96,98.78
15,15 - Laurentides,20959,2,20355,604,507,1,20399,53,630238,3325.57,8.37,80.45
16,16 - Montérégie,51291,33,49338,1953,1554,1,49554,183,1438226,3566.27,12.68,108.05
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.
99,Hors Québec,463,2,458,5,0,0,457,6,.,.,.,.
999,Ensemble du Québec,374222,127,364051,10171,11198,3,361840,1184,8565469.5,4368.96,13.78,130.73

