No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,53,54,1,46,6,161,2.2 %
3,03 - Capitale-Nationale,3,276,87,5,120,11,502,6.8 %
4,04 - Mauricie et Centre-du-Québec,6,124,68,19,62,5,284,3.8 %
5,05 - Estrie,1,30,18,1,31,5,86,1.2 %
6,06 - Montréal,193,2506,384,105,453,47,3688,50.0 %
7,07 - Outaouais,6,21,21,11,29,1,89,1.2 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.6 %
12,12 - Chaudière-Appalaches,5,49,37,6,47,4,148,2.0 %
13,13 - Laval,2,472,67,43,142,6,732,9.9 %
14,14 - Lanaudière,3,203,64,7,76,2,355,4.8 %
15,15 - Laurentides,59,120,59,30,62,12,342,4.6 %
16,16 - Montérégie,13,431,163,40,262,13,922,12.5 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),295,4306,1046,272,1350,113,7382,
9999,Ensemble du Québec (%),4.0 %,58.3 %,14.2 %,3.7 %,18.3 %,1.5 %,           .,100.0 %
