,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,20788,20,20749,39,174,0,20355,259,197738.33333,10512.88,131.03,88.00,23,877,3
02,02 - Saguenay-Lac-Saint-Jean,30416,26,30055,361,443,0,29662,311,278600,10917.44,111.63,159.01,25,1620,0
03,03 - Capitale-Nationale,88539,66,88178,361,1553,0,86242,744,761103.66667,11632.98,97.05,204.05,45,4286,8
04,04 - Mauricie et Centre-du-Québec,58902,33,58662,240,1007,0,57513,382,527666.66667,11162.73,72.04,190.84,34,3183,2
05,05 - Estrie,49664,29,49140,524,624,1,48588,452,502406,9885.23,88.98,124.20,34,2757,1
06,06 - Montréal,309130,172,305770,3360,5480,1,301829,1821,2061667.3333,14994.17,87.91,265.80,134,16153,4
07,07 - Outaouais,39793,27,39348,445,316,0,39227,250,405378.66667,9816.25,61.01,77.95,12,1855,1
08,08 - Abitibi-Témiscamingue,10997,16,10956,41,111,0,10752,134,147876.33333,7436.62,90.58,75.06,5,643,1
09,09 - Côte-Nord,8651,31,8625,26,46,0,8407,198,90082.333333,9603.44,220.81,51.06,15,501,3
10,10 - Nord-du-Québec,1504,2,1275,229,4,0,1490,10,13383.666667,11237.58,75.17,29.89,2,52,0
11,11 - Gaspésie-Îles-de-la-Madeleine,9095,9,9058,37,82,0,8891,122,90783.333333,10018.36,134.22,90.32,9,439,1
12,12 - Chaudière-Appalaches,61248,23,60965,283,668,0,60250,330,434525.66667,14095.37,75.59,153.73,27,2549,1
13,13 - Laval,71490,27,69530,1960,1116,0,70062,312,445993.33333,16029.39,69.31,250.23,13,3256,0
14,14 - Lanaudière,69762,31,69046,716,776,0,68691,295,530581,13148.23,54.93,146.25,33,2818,3
15,15 - Laurentides,79442,77,78837,605,764,1,78054,624,640046.66667,12411.91,96.19,119.37,63,3754,4
16,16 - Montérégie,149273,104,147360,1913,2240,2,145751,1282,1452381.3333,10277.81,87.40,154.23,80,8138,18
17,17 - Nunavik,3010,1,3004,6,10,0,2992,8,14619,20589.64,53.80,68.40,0,111,0
18,18 - Terres-Cries-de-la-Baie-James,2952,3,2557,395,17,1,2911,24,18660.333333,15819.65,126.51,91.10,0,101,0
98,Inconnu,0,0,0,0,0,0,0,0,.,.,.,.,0,386,0
99,Hors Québec,2949,2,2941,8,2,0,2925,22,.,.,.,.,1,0,0
999,Ensemble du Québec,1067605,699,1056056,11549,15433,6,1044592,7580,8613493.6667,12394.56,87.36,179.17,555,53479,50

