,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15789,83,15750,39,110,0,14894,785,197738.33333,7984.79,397.14,55.63,64
02,02 - Saguenay-Lac-Saint-Jean,25021,67,24660,361,362,0,24109,550,278600,8980.98,197.42,129.94,73
03,03 - Capitale-Nationale,75670,156,75307,363,1427,4,72673,1570,761103.66667,9942.14,204.81,187.49,120
04,04 - Mauricie et Centre-du-Québec,49791,121,49551,240,896,2,47768,1127,527666.66667,9436.07,212.53,169.80,103
05,05 - Estrie,42583,48,42058,525,547,1,41580,456,502406,8475.81,89.77,108.88,58
06,06 - Montréal,283719,221,280357,3362,5336,1,276250,2133,2061667.3333,13761.63,102.97,258.82,222
07,07 - Outaouais,35842,43,35397,445,289,0,35214,339,405378.66667,8841.61,82.74,71.29,52
08,08 - Abitibi-Témiscamingue,8174,67,8134,40,75,0,7708,391,147876.33333,5527.59,264.29,50.72,50
09,09 - Côte-Nord,6091,56,6064,27,39,0,5528,524,90082.333333,6761.59,584.38,43.29,74
10,10 - Nord-du-Québec,1129,8,924,205,4,0,1094,31,13383.666667,8435.66,233.01,29.89,7
11,11 - Gaspésie-Îles-de-la-Madeleine,6140,88,6104,36,58,0,5512,570,90783.333333,6763.36,627.09,63.89,56
12,12 - Chaudière-Appalaches,53700,116,53417,283,559,2,51889,1252,434525.66667,12358.30,286.78,128.65,113
13,13 - Laval,66477,52,64515,1962,1048,0,65010,419,445993.33333,14905.38,93.09,234.98,43
14,14 - Lanaudière,63219,57,62503,716,726,0,61980,513,530581,11915.05,95.53,136.83,70
15,15 - Laurentides,70377,107,69770,607,704,2,68794,879,640046.66667,10995.60,135.50,109.99,107
16,16 - Montérégie,131041,146,129136,1905,2039,1,127454,1548,1452381.3333,9022.49,105.53,140.39,156
17,17 - Nunavik,2763,8,2759,4,10,0,2704,49,14619,18900.06,329.50,68.40,3
18,18 - Terres-Cries-de-la-Baie-James,2097,-279,1741,356,14,0,1960,123,18660.333333,11237.74,648.36,75.03,-262
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2655,5,2647,8,2,0,2630,23,.,.,.,.,4
999,Ensemble du Québec,942282,1170,930797,11485,14245,13,914755,13282,8613493.6667,10939.60,153.07,165.38,1113

