No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,58,5,17,0,96,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,98,116,7,100,9,330,2.4 %
03,03 - Capitale-Nationale,5,582,300,37,404,31,1359,9.8 %
04,04 - Mauricie et Centre-du-Québec,5,158,538,22,114,5,842,6.1 %
05,05 - Estrie,3,146,189,23,153,14,528,3.8 %
06,06 - Montréal,215,2798,1274,153,764,78,5282,38.2 %
07,07 - Outaouais,11,93,100,15,61,3,283,2.0 %
08,08 - Abitibi-Témiscamingue,2,12,36,2,6,0,58,0.4 %
09,09 - Côte-Nord,0,0,22,0,1,0,23,0.2 %
10,10 - Nord-du-Québec,0,0,2,0,0,0,2,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,25,0,13,0,53,0.4 %
12,12 - Chaudière-Appalaches,5,141,201,10,157,6,520,3.8 %
13,13 - Laval,4,527,237,57,199,7,1031,7.5 %
14,14 - Lanaudière,3,310,219,21,153,5,711,5.1 %
15,15 - Laurentides,63,227,216,64,101,13,684,5.0 %
16,16 - Montérégie,16,686,668,68,540,10,1988,14.4 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,11,0,0,1,12,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),335,5806,4222,484,2783,182,13812,
9999,Ensemble du Québec (%),2.4 %,42.0 %,30.6 %,3.5 %,20.1 %,1.3 %,.,100.0 %

