,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3003,59,2983,20,37,0,2585,381,196934.5,1524.87,193.60,18.79
02,02 - Saguenay-Lac-Saint-Jean,10232,16,10021,211,266,0,9765,201,277505,3687.14,72.46,95.85
03,03 - Capitale-Nationale,31124,109,30774,350,1081,4,28825,1218,757803,4107.14,160.23,142.65
04,04 - Mauricie et Centre-du-Québec,14189,58,13952,237,509,0,13393,287,523331.5,2711.28,54.74,97.26
05,05 - Estrie,13236,50,12728,508,333,1,12467,436,494966.5,2674.12,87.77,67.28
06,06 - Montréal,125296,297,122382,2914,4679,3,117858,2759,2072060.5,6046.93,132.74,225.81
07,07 - Outaouais,11267,43,10818,449,197,2,10493,577,402744,2797.56,142.66,48.91
08,08 - Abitibi-Témiscamingue,1098,0,1065,33,9,0,1079,10,147637,743.72,6.77,6.10
09,09 - Côte-Nord,515,2,497,18,3,0,435,77,89700.5,574.13,86.16,3.34
10,10 - Nord-du-Québec,93,0,91,2,0,0,90,3,13521.5,687.79,22.25,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1833,0,1814,19,45,0,1772,16,89823,2040.68,17.85,50.10
12,12 - Chaudière-Appalaches,16734,117,16457,277,322,1,15402,1010,431109.5,3881.61,233.85,74.69
13,13 - Laval,29686,70,27927,1759,900,1,28175,611,444658.5,6676.13,136.82,202.40
14,14 - Lanaudière,23032,37,22321,711,509,0,22116,407,522367,4409.16,77.58,97.44
15,15 - Laurentides,19727,54,19122,605,497,0,18771,459,630238,3130.09,72.45,78.86
16,16 - Montérégie,48187,129,46251,1936,1536,1,45443,1208,1438226,3350.45,83.67,106.80
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,353,0,348,5,0,0,340,13,.,.,.,.
999,Ensemble du Québec,349773,1041,339717,10056,10926,13,329174,9673,8565469.5,4083.52,112.58,127.56

