Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      2704,      1681,       62.2,       545,       20.2,       478,       17.7,        37,n.d.,n.d.,n.d.,n.d.,        34,       91.9
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,      9903,      5054,       51.0,      2245,       22.7,      2604,       26.3,       264,        13,        4.9,        21,        8.0,       230,       87.1
Région,RSS03,03 - Capitale-Nationale,     28999,     16672,       57.5,      5705,       19.7,      6622,       22.8,      1058,        29,        2.7,        93,        8.8,       936,       88.5
Région,RSS04,04 - Mauricie et Centre-du-Québec,     13459,      7574,       56.3,      2671,       19.8,      3214,       23.9,       507,        15,        3.0,        28,        5.5,       464,       91.5
Région,RSS05,05 - Estrie,     12354,      7138,       57.8,      2423,       19.6,      2793,       22.6,       327,         5,        1.5,        29,        8.9,       293,       89.6
Région,RSS06,06 - Montréal,    108142,     61842,       57.2,     19859,       18.4,     26441,       24.5,      4582,       140,        3.1,       252,        5.5,      4190,       91.4
Région,RSS07,07 - Outaouais,      9819,      6194,       63.1,      1704,       17.4,      1921,       19.6,       188,         5,        2.7,        15,        8.0,       168,       89.4
Région,RSS08,08 - Abitibi-Témiscamingue,      1053,       621,       59.0,       247,       23.5,       185,       17.6,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       464,       307,       66.2,        85,       18.3,        72,       15.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,        88,        49,       55.7,        15,       17.0,        24,       27.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1774,       887,       50.0,       374,       21.1,       513,       28.9,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     15816,      9462,       59.8,      3115,       19.7,      3239,       20.5,       314,         8,        2.5,        27,        8.6,       279,       88.9
Région,RSS13,13 - Laval,     27809,     16822,       60.5,      5611,       20.2,      5376,       19.3,       886,        14,        1.6,        62,        7.0,       810,       91.4
Région,RSS14,14 - Lanaudière,     22114,     13187,       59.6,      4561,       20.6,      4366,       19.7,       504,        21,        4.2,        29,        5.8,       454,       90.1
Région,RSS15,15 - Laurentides,     18830,     11209,       59.5,      3763,       20.0,      3858,       20.5,       492,        24,        4.9,        35,        7.1,       433,       88.0
Région,RSS16,16 - Montérégie,     45102,     25632,       56.8,      9061,       20.1,     10409,       23.1,      1518,        49,        3.2,        99,        6.5,      1370,       90.3
Région,RSS17,17 - Nunavik,        41,        21,       51.2,         5,       12.2,        15,       36.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    318602,    184433,       57.9,     62008,       19.5,     72161,       22.6,     10737,       329,        3.1,       698,        6.5,      9710,       90.4
Groupe d'âge,0_9,Moins de 10 ans,     25546,     21690,       84.9,      3152,       12.3,       704,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     39009,     32285,       82.8,      5637,       14.5,      1087,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     44863,     36189,       80.7,      6525,       14.5,      2149,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     43326,     30212,       69.7,      9130,       21.1,      3984,        9.2,        16,n.d.,n.d.,n.d.,n.d.,        11,       68.8
Groupe d'âge,40_49,40-49 ans,     48058,     30070,       62.6,     11543,       24.0,      6445,       13.4,        41,        12,       29.3,         9,       22.0,        20,       48.8
Groupe d'âge,50_59,50-59 ans,     43719,     21828,       49.9,     12474,       28.5,      9417,       21.5,       185,        29,       15.7,        28,       15.1,       128,       69.2
Groupe d'âge,60_69,60-69 ans,     27110,      9016,       33.3,      7658,       28.2,     10436,       38.5,       650,        51,        7.8,        68,       10.5,       531,       81.7
Groupe d'âge,70_79,70-79 ans,     17504,      2155,       12.3,      3320,       19.0,     12029,       68.7,      2070,        74,        3.6,       177,        8.6,      1819,       87.9
Groupe d'âge,80_89,80-89 ans,     18465,       716,        3.9,      1830,        9.9,     15919,       86.2,      4249,        77,        1.8,       253,        6.0,      3919,       92.2
Groupe d'âge,90_,90 ans et plus,     11002,       272,        2.5,       739,        6.7,      9991,       90.8,      3517,        78,        2.2,       160,        4.5,      3279,       93.2
