,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3697,48,3673,24,40,0,3262,395,196934.5,1877.27,200.72,20.31
02,02 - Saguenay-Lac-Saint-Jean,10641,23,10425,216,269,0,10157,215,277505,3834.53,77.51,96.94
03,03 - Capitale-Nationale,32220,48,31868,352,1102,0,30609,509,757803,4251.76,66.96,145.42
04,04 - Mauricie et Centre-du-Québec,14785,26,14546,239,514,0,13978,293,523331.5,2825.17,55.88,98.22
05,05 - Estrie,14128,51,13617,511,342,2,13265,521,494966.5,2854.33,104.88,69.10
06,06 - Montréal,128882,221,125962,2920,4703,0,121855,2324,2072060.5,6219.99,111.81,226.97
07,07 - Outaouais,11838,29,11392,446,208,0,11365,265,402744,2939.34,65.52,51.65
08,08 - Abitibi-Témiscamingue,1107,0,1074,33,9,0,1095,3,147637,749.81,2.03,6.10
09,09 - Côte-Nord,560,1,542,18,3,0,538,19,89700.5,624.30,21.26,3.34
10,10 - Nord-du-Québec,102,1,100,2,0,0,95,7,13521.5,754.35,51.91,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1937,4,1917,20,45,0,1839,53,89823,2156.46,59.12,50.10
12,12 - Chaudière-Appalaches,18322,56,18042,280,337,0,17261,724,431109.5,4249.96,167.63,78.17
13,13 - Laval,30723,53,28930,1793,906,0,29320,497,444658.5,6909.35,111.29,203.75
14,14 - Lanaudière,23519,19,22807,712,512,0,22740,267,522367,4502.39,50.89,98.02
15,15 - Laurentides,20371,35,19767,604,499,0,19587,285,630238,3232.27,44.99,79.18
16,16 - Montérégie,49896,99,47950,1946,1542,0,47444,910,1438226,3469.27,63.03,107.22
17,17 - Nunavik,47,0,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,120,1,120,0,3,0,116,1,18507,648.40,5.37,16.21
98,Inconnu,9,0,9,0,0,0,7,2,.,.,.,.
99,Hors Québec,392,1,387,5,0,0,371,21,.,.,.,.
999,Ensemble du Québec,363296,716,353173,10123,11034,2,344950,7312,8565469.5,4241.40,85.10,128.82

