No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,133,8,26,0,183,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,136,162,10,137,12,457,2.9 %
03,03 - Capitale-Nationale,7,633,396,40,476,36,1588,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,157,716,22,114,5,1018,6.5 %
05,05 - Estrie,4,182,214,26,186,16,628,4.0 %
06,06 - Montréal,217,2844,1422,159,809,79,5530,35.4 %
07,07 - Outaouais,11,95,130,15,64,4,319,2.0 %
08,08 - Abitibi-Témiscamingue,3,36,51,6,18,1,115,0.7 %
09,09 - Côte-Nord,0,0,45,0,1,0,46,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,53,0,13,0,82,0.5 %
12,12 - Chaudière-Appalaches,5,171,282,11,196,6,671,4.3 %
13,13 - Laval,5,551,286,59,215,11,1127,7.2 %
14,14 - Lanaudière,3,317,264,25,171,5,785,5.0 %
15,15 - Laurentides,63,259,264,64,108,13,771,4.9 %
16,16 - Montérégie,16,721,835,75,618,12,2277,14.6 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,16,0,0,1,17,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),341,6131,5285,520,3152,201,15630,
9999,Ensemble du Québec (%),2.2 %,39.2 %,33.8 %,3.3 %,20.2 %,1.3 %,.,100.0 %

