,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3943,1,3917,26,50,0,3853,40,196934.5,2002.19,20.33,25.39
02,02 - Saguenay-Lac-Saint-Jean,10998,2,10777,221,270,1,10679,49,277505,3963.17,17.67,97.30
03,03 - Capitale-Nationale,32693,6,32341,352,1111,0,31501,81,757803,4314.18,10.66,146.61
04,04 - Mauricie et Centre-du-Québec,15152,4,14913,239,520,0,14577,55,523331.5,2895.30,10.49,99.36
05,05 - Estrie,14833,3,14315,518,350,0,14382,101,494966.5,2996.77,20.33,70.71
06,06 - Montréal,131973,60,129052,2921,4754,0,126445,774,2072060.5,6369.17,37.24,229.43
07,07 - Outaouais,12363,23,11916,447,214,0,12035,114,402744,3069.69,28.19,53.14
08,08 - Abitibi-Témiscamingue,1135,1,1102,33,9,0,1104,22,147637,768.78,14.90,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,568,1,89700.5,637.68,1.12,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2045,7,2025,20,45,0,1973,27,89823,2276.70,30.12,50.10
12,12 - Chaudière-Appalaches,19170,12,18889,281,357,1,18637,176,431109.5,4446.67,40.75,82.81
13,13 - Laval,31387,18,29575,1812,911,0,30356,120,444658.5,7058.68,26.87,204.88
14,14 - Lanaudière,23888,15,23177,711,516,0,23285,87,522367,4573.03,16.58,98.78
15,15 - Laurentides,20884,6,20280,604,506,1,20313,65,630238,3313.67,10.26,80.29
16,16 - Montérégie,51075,24,49122,1953,1551,0,49274,250,1438226,3551.25,17.32,107.84
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,449,0,444,5,0,0,441,8,.,.,.,.
999,Ensemble du Québec,372838,182,362672,10166,11170,3,359698,1970,8565469.5,4352.80,22.93,130.41

