,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,11206,94,11168,38,77,0,10140,989,197738.33333,5667.09,500.35,38.94,84
02,02 - Saguenay-Lac-Saint-Jean,20099,127,19743,356,303,4,18498,1298,278600,7214.29,465.91,108.76,136
03,03 - Capitale-Nationale,61579,548,61214,365,1221,9,55217,5141,761103.66667,8090.75,670.64,160.42,371
04,04 - Mauricie et Centre-du-Québec,41035,341,40795,240,695,12,36211,4129,527666.66667,7776.69,778.64,131.71,291
05,05 - Estrie,36743,189,36217,526,468,4,33942,2333,502406,7313.41,459.27,93.15,215
06,06 - Montréal,261002,1376,257726,3276,5072,20,242480,13450,2061667.3333,12659.75,649.29,246.01,1425
07,07 - Outaouais,31686,231,31244,442,245,2,29731,1710,405378.66667,7816.40,417.34,60.44,162
08,08 - Abitibi-Témiscamingue,5057,125,5022,35,31,0,4181,845,147876.33333,3419.75,571.17,20.96,64
09,09 - Côte-Nord,3226,111,3199,27,6,0,2546,674,90082.333333,3581.17,751.66,6.66,37
10,10 - Nord-du-Québec,622,19,537,85,0,0,517,105,13383.666667,4647.46,789.24,0.00,5
11,11 - Gaspésie-Îles-de-la-Madeleine,4260,39,4223,37,49,0,3952,259,90783.333333,4692.49,284.94,53.97,14
12,12 - Chaudière-Appalaches,45210,354,44935,275,456,7,41153,3601,434525.66667,10404.45,824.84,104.94,340
13,13 - Laval,61334,247,59370,1964,983,5,57702,2649,445993.33333,13752.22,588.51,220.41,272
14,14 - Lanaudière,56577,347,55862,715,617,9,52804,3156,530581,10663.22,587.70,116.29,282
15,15 - Laurentides,57354,1440,56749,605,579,8,53211,3564,640046.66667,8960.91,549.39,90.46,1396
16,16 - Montérégie,116373,814,114461,1912,1825,18,106563,7985,1452381.3333,8012.57,544.38,125.66,686
17,17 - Nunavik,1963,59,1959,4,6,0,1626,331,14619,13427.73,2225.81,41.04,10
18,18 - Terres-Cries-de-la-Baie-James,1252,56,1104,148,5,0,897,350,18660.333333,6709.42,1844.92,26.79,23
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2365,11,2357,8,1,0,2266,98,.,.,.,.,9
999,Ensemble du Québec,818947,6528,807888,11059,12639,98,753641,52667,8613493.6667,9507.72,606.96,146.73,5822

