No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,1,3,0,9,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,1,34,17,0,3,6,61,0.9 %
3,03 - Capitale-Nationale,2,194,70,3,72,3,344,5.3 %
4,04 - Mauricie et Centre-du-Québec,6,124,42,12,48,2,234,3.6 %
5,05 - Estrie,1,12,10,0,21,3,47,0.7 %
6,06 - Montréal,189,2453,338,102,430,36,3548,55.0 %
7,07 - Outaouais,5,20,9,7,12,4,57,0.9 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,12,11,0,6,0,29,0.4 %
12,12 - Chaudière-Appalaches,5,15,24,6,32,3,85,1.3 %
13,13 - Laval,2,470,61,41,132,7,713,11.0 %
14,14 - Lanaudière,3,135,46,6,56,0,246,3.8 %
15,15 - Laurentides,59,106,49,31,60,8,313,4.8 %
16,16 - Montérégie,13,338,134,35,230,12,762,11.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),289,3913,818,244,1106,85,6455,
9999,Ensemble du Québec (%),4.5 %,60.6 %,12.7 %,3.8 %,17.1 %,1.3 %,           .,100.0 %
