,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3945,0,3919,26,51,0,3873,21,196934.5,2003.20,10.67,25.90
02,02 - Saguenay-Lac-Saint-Jean,11000,1,10779,221,270,0,10714,16,277505,3963.89,5.77,97.30
03,03 - Capitale-Nationale,32727,7,32375,352,1113,1,31555,59,757803,4318.67,7.76,146.87
04,04 - Mauricie et Centre-du-Québec,15158,-5,14919,239,520,0,14604,34,523331.5,2896.44,6.48,99.36
05,05 - Estrie,14864,20,14346,518,351,0,14444,69,494966.5,3003.03,13.89,70.91
06,06 - Montréal,132210,55,129289,2921,4757,0,126832,621,2072060.5,6380.61,29.88,229.58
07,07 - Outaouais,12403,9,11956,447,214,0,12113,76,402744,3079.62,18.79,53.14
08,08 - Abitibi-Témiscamingue,1141,2,1108,33,9,0,1122,10,147637,772.84,6.77,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,569,0,89700.5,637.68,0.00,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2053,0,2033,20,45,0,1983,25,89823,2285.61,27.89,50.10
12,12 - Chaudière-Appalaches,19227,17,18946,281,357,0,18749,121,431109.5,4459.89,28.02,82.81
13,13 - Laval,31450,13,29638,1812,911,0,30419,120,444658.5,7072.84,26.87,204.88
14,14 - Lanaudière,23946,14,23235,711,516,0,23320,110,522367,4584.13,20.97,98.78
15,15 - Laurentides,20918,8,20314,604,506,0,20351,61,630238,3319.06,9.63,80.29
16,16 - Montérégie,51183,20,49230,1953,1552,0,49407,224,1438226,3558.76,15.52,107.91
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,456,0,451,5,0,0,449,7,.,.,.,.
999,Ensemble du Québec,373531,161,363365,10166,11178,1,360779,1574,8565469.5,4360.89,18.32,130.50

