Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;73;66,5;4746;4320,8;0;;0;
5-9 ans;n.d.;52;48,3;6259;5818;0;;0;
10-19 ans;n.d.;153;76,9;14487;7283;0;;0;
20-29 ans;n.d.;164;50,4;22279;6842,9;0;;< 5;n.p.
30-39 ans;n.d.;123;37,5;20266;6174,6;0;;7;n.p.
40-49 ans;n.d.;99;35,7;19671;7086,2;0;;22;* 7,9
50-59 ans;n.d.;77;30;16169;6303,7;< 5;n.p.;102;39,8
60-69 ans;n.d.;32;* 14,8;9867;4561;< 5;n.p.;327;151,2
70-79 ans;n.d.;20;* 13,8;6436;4453,7;< 5;n.p.;832;575,7
80 ans et +;n.d.;16;* 15,9;11937;11866,9;< 5;n.p.;3464;3443,6
Manquant;n.d.;0;;93;;0;;0;
Total;55;809;39,2;132210;6400,4;11;* 0,5;4757;230,3
