,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,14727,37,14688,39,102,3,13754,871,197738.33333,7447.72,440.65,51.58,126
02,02 - Saguenay-Lac-Saint-Jean,24104,42,23745,359,351,0,23144,609,278600,8651.83,218.60,125.99,135
03,03 - Capitale-Nationale,73376,118,73011,365,1379,1,70118,1879,761103.66667,9640.74,245.11,181.18,423
04,04 - Mauricie et Centre-du-Québec,48242,66,48002,240,852,0,46295,1095,527666.66667,9142.51,206.49,161.47,221
05,05 - Estrie,41620,40,41095,525,536,0,40613,471,502406,8284.14,92.72,106.69,143
06,06 - Montréal,280669,150,277310,3359,5310,1,272822,2537,2061667.3333,13613.69,122.47,257.56,519
07,07 - Outaouais,35269,33,34824,445,287,0,34498,484,405378.66667,8700.26,118.12,70.80,103
08,08 - Abitibi-Témiscamingue,7441,18,7402,39,64,1,7119,258,147876.33333,5031.91,174.39,43.28,85
09,09 - Côte-Nord,5277,36,5250,27,27,0,4816,434,90082.333333,5857.97,484.01,29.97,108
10,10 - Nord-du-Québec,1001,2,815,186,2,0,981,18,13383.666667,7479.27,135.30,14.94,4
11,11 - Gaspésie-Îles-de-la-Madeleine,5359,25,5323,36,54,0,5057,248,90783.333333,5903.07,272.84,59.48,45
12,12 - Chaudière-Appalaches,51891,83,51609,282,531,1,50245,1115,434525.66667,11941.99,255.40,122.20,190
13,13 - Laval,65787,25,63825,1962,1043,1,64226,518,445993.33333,14750.67,115.08,233.86,95
14,14 - Lanaudière,62321,43,61605,716,718,0,60924,679,530581,11745.80,126.44,135.32,190
15,15 - Laurentides,68908,86,68301,607,696,0,67053,1159,640046.66667,10766.09,178.66,108.74,232
16,16 - Montérégie,128584,128,126679,1905,2006,0,124859,1719,1452381.3333,8853.32,117.19,138.12,409
17,17 - Nunavik,2686,3,2682,4,10,0,2620,56,14619,18373.35,376.57,68.40,27
18,18 - Terres-Cries-de-la-Baie-James,2125,9,1897,228,12,0,2060,53,18660.333333,11387.79,279.37,64.31,8
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2590,5,2582,8,2,0,2572,16,.,.,.,.,10
999,Ensemble du Québec,921981,949,910648,11333,13982,8,893780,14219,8613493.6667,10703.91,163.87,162.33,3073

