No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,63,5,18,0,102,0.7 %
02,02 - Saguenay-Lac-Saint-Jean,0,103,122,8,109,9,351,2.5 %
03,03 - Capitale-Nationale,5,589,306,37,409,33,1379,9.9 %
04,04 - Mauricie et Centre-du-Québec,5,157,549,22,114,5,852,6.1 %
05,05 - Estrie,3,148,193,25,153,14,536,3.8 %
06,06 - Montréal,215,2803,1290,155,768,79,5310,38.0 %
07,07 - Outaouais,11,93,104,15,61,3,287,2.1 %
08,08 - Abitibi-Témiscamingue,3,14,39,2,6,0,64,0.5 %
09,09 - Côte-Nord,0,0,26,0,1,0,27,0.2 %
10,10 - Nord-du-Québec,0,0,2,0,0,0,2,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,26,0,13,0,54,0.4 %
12,12 - Chaudière-Appalaches,5,142,209,10,159,6,531,3.8 %
13,13 - Laval,4,529,247,57,199,7,1043,7.5 %
14,14 - Lanaudière,3,310,224,21,155,5,718,5.1 %
15,15 - Laurentides,63,238,219,64,99,13,696,5.0 %
16,16 - Montérégie,16,686,677,69,548,10,2006,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,11,0,0,1,12,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),336,5840,4319,490,2812,185,13982,
9999,Ensemble du Québec (%),2.4 %,41.8 %,30.9 %,3.5 %,20.1 %,1.3 %,.,100.0 %

