No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,0,2,0,7,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,0,22,5,0,0,5,32,0.5 %
3,03 - Capitale-Nationale,2,159,36,3,58,0,258,4.3 %
4,04 - Mauricie et Centre-du-Québec,6,124,30,12,44,0,216,3.6 %
5,05 - Estrie,1,7,7,0,16,3,34,0.6 %
6,06 - Montréal,187,2442,315,101,427,35,3507,58.0 %
7,07 - Outaouais,4,18,4,7,2,0,35,0.6 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,1,0,0,0,1,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,9,8,0,5,0,22,0.4 %
12,12 - Chaudière-Appalaches,4,2,6,4,25,4,45,0.7 %
13,13 - Laval,2,466,60,41,130,6,705,11.7 %
14,14 - Lanaudière,3,124,44,6,48,0,225,3.7 %
15,15 - Laurentides,60,100,42,29,54,7,292,4.8 %
16,16 - Montérégie,11,280,118,33,208,10,660,10.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),283,3753,681,236,1020,71,6044,
9999,Ensemble du Québec (%),4.7 %,62.1 %,11.3 %,3.9 %,16.9 %,1.2 %,           .,100.0 %
