,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,8816,368,8779,37,64,0,5782,2970,197738.33333,4458.42,1502.56,32.37,182
02,02 - Saguenay-Lac-Saint-Jean,15912,316,15669,243,281,0,12700,2931,278600,5711.41,1052.06,100.86,160
03,03 - Capitale-Nationale,49871,1109,49511,360,1145,1,40286,8440,761103.66667,6552.46,1101.00,150.44,475
04,04 - Mauricie et Centre-du-Québec,32553,324,32312,241,600,1,25009,6944,527666.66667,6169.24,1309.48,113.71,725
05,05 - Estrie,31262,444,30737,525,410,0,26643,4209,502406,6222.46,828.58,81.61,260
06,06 - Montréal,219919,4085,216751,3168,4896,6,184206,30817,2061667.3333,10667.05,1487.68,237.48,2816
07,07 - Outaouais,25112,992,24670,442,224,0,17907,6981,405378.66667,6194.70,1703.77,55.26,425
08,08 - Abitibi-Témiscamingue,3364,188,3330,34,20,0,2096,1248,147876.33333,2274.87,843.58,13.52,70
09,09 - Côte-Nord,1929,115,1902,27,5,0,1085,839,90082.333333,2141.37,935.67,5.55,34
10,10 - Nord-du-Québec,257,26,250,7,0,0,165,92,13383.666667,1920.25,691.52,0.00,8
11,11 - Gaspésie-Îles-de-la-Madeleine,3347,118,3311,36,48,0,2523,776,90783.333333,3686.80,853.72,52.87,35
12,12 - Chaudière-Appalaches,36266,884,35993,273,399,3,29855,6012,434525.66667,8346.11,1377.10,91.82,380
13,13 - Laval,52013,802,50045,1968,952,1,44481,6580,445993.33333,11662.28,1461.83,213.46,537
14,14 - Lanaudière,45719,1202,45006,713,549,4,35916,9254,530581,8616.78,1723.25,103.47,828
15,15 - Laurentides,38485,659,37877,608,536,0,35966,1983,640046.66667,6012.84,305.68,83.74,634
16,16 - Montérégie,97293,2746,95378,1915,1642,5,77659,17992,1452381.3333,6698.86,1226.60,113.06,1754
17,17 - Nunavik,1276,13,1272,4,4,0,1090,182,14619,8728.37,1223.86,27.36,11
18,18 - Terres-Cries-de-la-Baie-James,491,54,441,50,5,0,209,277,18660.333333,2631.25,1460.12,26.79,20
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1933,49,1925,8,1,0,1581,351,.,.,.,.,38
999,Ensemble du Québec,665822,14494,655162,10660,11781,21,545163,108878,8613493.6667,7729.99,1254.76,136.77,9392

