No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,9,35,4,13,0,64,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,87,4,88,8,281,2.4 %
03,03 - Capitale-Nationale,4,530,223,32,328,28,1145,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,154,304,22,110,5,600,5.1 %
05,05 - Estrie,3,134,119,19,123,12,410,3.5 %
06,06 - Montréal,208,2737,1031,137,710,73,4896,41.6 %
07,07 - Outaouais,11,79,64,14,53,3,224,1.9 %
08,08 - Abitibi-Témiscamingue,2,0,16,0,2,0,20,0.2 %
09,09 - Côte-Nord,0,0,4,0,1,0,5,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,20,0,13,0,48,0.4 %
12,12 - Chaudière-Appalaches,5,128,120,7,134,5,399,3.4 %
13,13 - Laval,2,511,193,53,187,6,952,8.1 %
14,14 - Lanaudière,3,251,155,13,124,3,549,4.7 %
15,15 - Laurentides,64,183,137,54,84,14,536,4.5 %
16,16 - Montérégie,15,625,454,62,477,9,1642,13.9 %
17,17 - Nunavik,0,0,4,0,0,0,4,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),325,5450,2971,421,2447,167,11781,
9999,Ensemble du Québec (%),2.8 %,46.3 %,25.2 %,3.6 %,20.8 %,1.4 %,.,100.0 %

